Målernummer;Dato;Time;Forbruk;Max
7.07058E+17;06.12.2021;11;31.2;
7.07058E+17;06.12.2021;10;30.8;
7.07058E+17;06.12.2021;9;30;
7.07058E+17;06.12.2021;8;29.8;
7.07058E+17;06.12.2021;7;30.6;
7.07058E+17;06.12.2021;6;30.8;
7.07058E+17;06.12.2021;5;28.6;
7.07058E+17;06.12.2021;4;29;
7.07058E+17;06.12.2021;3;28.8;
7.07058E+17;06.12.2021;2;28.8;
7.07058E+17;06.12.2021;1;27;
7.07058E+17;06.12.2021;0;28.4;
7.07058E+17;05.12.2021;Totalt;701.8;32.2
7.07058E+17;05.12.2021;23;29;
7.07058E+17;05.12.2021;22;26.4;
7.07058E+17;05.12.2021;21;30.2;
7.07058E+17;05.12.2021;20;28.6;
7.07058E+17;05.12.2021;19;29.8;
7.07058E+17;05.12.2021;18;29.2;
7.07058E+17;05.12.2021;17;27.8;
7.07058E+17;05.12.2021;16;30.8;
7.07058E+17;05.12.2021;15;30.8;
7.07058E+17;05.12.2021;14;30;
7.07058E+17;05.12.2021;13;28.8;
7.07058E+17;05.12.2021;12;29;
7.07058E+17;05.12.2021;11;29.6;
7.07058E+17;05.12.2021;10;32.2;
7.07058E+17;05.12.2021;9;31.6;
7.07058E+17;05.12.2021;8;29.2;
7.07058E+17;05.12.2021;7;29.6;
7.07058E+17;05.12.2021;6;30.2;
7.07058E+17;05.12.2021;5;30.6;
7.07058E+17;05.12.2021;4;29.8;
7.07058E+17;05.12.2021;3;30.2;
7.07058E+17;05.12.2021;2;25.6;
7.07058E+17;05.12.2021;1;26.4;
7.07058E+17;05.12.2021;0;26.4;
7.07058E+17;04.12.2021;Totalt;697.4;33.8
7.07058E+17;04.12.2021;23;30;
7.07058E+17;04.12.2021;22;27;
7.07058E+17;04.12.2021;21;27.8;
7.07058E+17;04.12.2021;20;28.2;
7.07058E+17;04.12.2021;19;27.2;
7.07058E+17;04.12.2021;18;27.8;
7.07058E+17;04.12.2021;17;26;
7.07058E+17;04.12.2021;16;26.8;
7.07058E+17;04.12.2021;15;29.2;
7.07058E+17;04.12.2021;14;32;
7.07058E+17;04.12.2021;13;31;
7.07058E+17;04.12.2021;12;29.6;
7.07058E+17;04.12.2021;11;30.4;
7.07058E+17;04.12.2021;10;29.6;
7.07058E+17;04.12.2021;9;29.8;
7.07058E+17;04.12.2021;8;29.8;
7.07058E+17;04.12.2021;7;32.2;
7.07058E+17;04.12.2021;6;29;
7.07058E+17;04.12.2021;5;28;
7.07058E+17;04.12.2021;4;26.2;
7.07058E+17;04.12.2021;3;26.8;
7.07058E+17;04.12.2021;2;29;
7.07058E+17;04.12.2021;1;30.2;
7.07058E+17;04.12.2021;0;33.8;
7.07058E+17;03.12.2021;Totalt;783.8;37.4
7.07058E+17;03.12.2021;23;34.6;
7.07058E+17;03.12.2021;22;30.8;
7.07058E+17;03.12.2021;21;31.6;
7.07058E+17;03.12.2021;20;33.2;
7.07058E+17;03.12.2021;19;34.4;
7.07058E+17;03.12.2021;18;32.6;
7.07058E+17;03.12.2021;17;33.8;
7.07058E+17;03.12.2021;16;35.2;
7.07058E+17;03.12.2021;15;30.6;
7.07058E+17;03.12.2021;14;34.6;
7.07058E+17;03.12.2021;13;33.6;
7.07058E+17;03.12.2021;12;33.6;
7.07058E+17;03.12.2021;11;31.8;
7.07058E+17;03.12.2021;10;34.6;
7.07058E+17;03.12.2021;9;34.6;
7.07058E+17;03.12.2021;8;33.6;
7.07058E+17;03.12.2021;7;37.4;
7.07058E+17;03.12.2021;6;31.2;
7.07058E+17;03.12.2021;5;30.8;
7.07058E+17;03.12.2021;4;30.2;
7.07058E+17;03.12.2021;3;29.8;
7.07058E+17;03.12.2021;2;30;
7.07058E+17;03.12.2021;1;30.6;
7.07058E+17;03.12.2021;0;30.6;
7.07058E+17;02.12.2021;Totalt;747.8;34.6
7.07058E+17;02.12.2021;23;29;
7.07058E+17;02.12.2021;22;28;
7.07058E+17;02.12.2021;21;34.2;
7.07058E+17;02.12.2021;20;32.8;
7.07058E+17;02.12.2021;19;33.6;
7.07058E+17;02.12.2021;18;34.6;
7.07058E+17;02.12.2021;17;33.6;
7.07058E+17;02.12.2021;16;30.8;
7.07058E+17;02.12.2021;15;30.8;
7.07058E+17;02.12.2021;14;32.2;
7.07058E+17;02.12.2021;13;34.2;
7.07058E+17;02.12.2021;12;32.4;
7.07058E+17;02.12.2021;11;32.8;
7.07058E+17;02.12.2021;10;29.6;
7.07058E+17;02.12.2021;9;29.6;
7.07058E+17;02.12.2021;8;30.6;
7.07058E+17;02.12.2021;7;31.4;
7.07058E+17;02.12.2021;6;32.2;
7.07058E+17;02.12.2021;5;30.8;
7.07058E+17;02.12.2021;4;29.8;
7.07058E+17;02.12.2021;3;28.4;
7.07058E+17;02.12.2021;2;28.8;
7.07058E+17;02.12.2021;1;28.8;
7.07058E+17;02.12.2021;0;28.8;
7.07058E+17;01.12.2021;Totalt;712.4;36
7.07058E+17;01.12.2021;23;28.2;
7.07058E+17;01.12.2021;22;31.2;
7.07058E+17;01.12.2021;21;36;
7.07058E+17;01.12.2021;20;32.4;
7.07058E+17;01.12.2021;19;33.2;
7.07058E+17;01.12.2021;18;35.4;
7.07058E+17;01.12.2021;17;30.8;
7.07058E+17;01.12.2021;16;30.2;
7.07058E+17;01.12.2021;15;30.8;
7.07058E+17;01.12.2021;14;29.2;
7.07058E+17;01.12.2021;13;30.8;
7.07058E+17;01.12.2021;12;29.4;
7.07058E+17;01.12.2021;11;28.8;
7.07058E+17;01.12.2021;10;28.6;
7.07058E+17;01.12.2021;9;27;
7.07058E+17;01.12.2021;8;31.6;
7.07058E+17;01.12.2021;7;29;
7.07058E+17;01.12.2021;6;28.6;
7.07058E+17;01.12.2021;5;27.4;
7.07058E+17;01.12.2021;4;25.4;
7.07058E+17;01.12.2021;3;25.6;
7.07058E+17;01.12.2021;2;27.2;
7.07058E+17;01.12.2021;1;27;
7.07058E+17;01.12.2021;0;28.6;
7.07058E+17;30.11.2022;Totalt;876.6;48.4
7.07058E+17;30.11.2022;23;34.4;
7.07058E+17;30.11.2022;22;36.8;
7.07058E+17;30.11.2022;21;36.6;
7.07058E+17;30.11.2022;20;44.8;
7.07058E+17;30.11.2022;19;38;
7.07058E+17;30.11.2022;18;45.4;
7.07058E+17;30.11.2022;17;45;
7.07058E+17;30.11.2022;16;48.4;
7.07058E+17;30.11.2022;15;43.4;
7.07058E+17;30.11.2022;14;42.8;
7.07058E+17;30.11.2022;13;46.2;
7.07058E+17;30.11.2022;12;42;
7.07058E+17;30.11.2022;11;38.6;
7.07058E+17;30.11.2022;10;37.4;
7.07058E+17;30.11.2022;9;26.2;
7.07058E+17;30.11.2022;8;32.8;
7.07058E+17;30.11.2022;7;30;
7.07058E+17;30.11.2022;6;29;
7.07058E+17;30.11.2022;5;30.6;
7.07058E+17;30.11.2022;4;30.4;
7.07058E+17;30.11.2022;3;28.4;
7.07058E+17;30.11.2022;2;29.8;
7.07058E+17;30.11.2022;1;29.4;
7.07058E+17;30.11.2022;0;30.2;
7.07058E+17;29.11.2022;Totalt;831.4;42.4
7.07058E+17;29.11.2022;23;34.4;
7.07058E+17;29.11.2022;22;33.2;
7.07058E+17;29.11.2022;21;32.2;
7.07058E+17;29.11.2022;20;40.6;
7.07058E+17;29.11.2022;19;37.2;
7.07058E+17;29.11.2022;18;39.8;
7.07058E+17;29.11.2022;17;41;
7.07058E+17;29.11.2022;16;42.4;
7.07058E+17;29.11.2022;15;42.4;
7.07058E+17;29.11.2022;14;40;
7.07058E+17;29.11.2022;13;37.6;
7.07058E+17;29.11.2022;12;35.8;
7.07058E+17;29.11.2022;11;30.8;
7.07058E+17;29.11.2022;10;31;
7.07058E+17;29.11.2022;9;32;
7.07058E+17;29.11.2022;8;32.6;
7.07058E+17;29.11.2022;7;30.4;
7.07058E+17;29.11.2022;6;32.8;
7.07058E+17;29.11.2022;5;35.6;
7.07058E+17;29.11.2022;4;28.8;
7.07058E+17;29.11.2022;3;31.8;
7.07058E+17;29.11.2022;2;28.8;
7.07058E+17;29.11.2022;1;30.2;
7.07058E+17;29.11.2022;0;30;
7.07058E+17;28.11.2022;Totalt;724;35.2
7.07058E+17;28.11.2022;23;33;
7.07058E+17;28.11.2022;22;35.2;
7.07058E+17;28.11.2022;21;29.8;
7.07058E+17;28.11.2022;20;31.8;
7.07058E+17;28.11.2022;19;32.2;
7.07058E+17;28.11.2022;18;32.4;
7.07058E+17;28.11.2022;17;32.2;
7.07058E+17;28.11.2022;16;28.4;
7.07058E+17;28.11.2022;15;28;
7.07058E+17;28.11.2022;14;27;
7.07058E+17;28.11.2022;13;26.6;
7.07058E+17;28.11.2022;12;27.6;
7.07058E+17;28.11.2022;11;29.2;
7.07058E+17;28.11.2022;10;28;
7.07058E+17;28.11.2022;9;29.2;
7.07058E+17;28.11.2022;8;30.4;
7.07058E+17;28.11.2022;7;31;
7.07058E+17;28.11.2022;6;32.2;
7.07058E+17;28.11.2022;5;28.6;
7.07058E+17;28.11.2022;4;31.8;
7.07058E+17;28.11.2022;3;30.8;
7.07058E+17;28.11.2022;2;30.2;
7.07058E+17;28.11.2022;1;30;
7.07058E+17;28.11.2022;0;28.4;
7.07058E+17;27.11.2022;Totalt;899.8;54
7.07058E+17;27.11.2022;23;33.2;
7.07058E+17;27.11.2022;22;34.4;
7.07058E+17;27.11.2022;21;32;
7.07058E+17;27.11.2022;20;34;
7.07058E+17;27.11.2022;19;40;
7.07058E+17;27.11.2022;18;39.6;
7.07058E+17;27.11.2022;17;54;
7.07058E+17;27.11.2022;16;47;
7.07058E+17;27.11.2022;15;43.2;
7.07058E+17;27.11.2022;14;48.6;
7.07058E+17;27.11.2022;13;48.2;
7.07058E+17;27.11.2022;12;41.8;
7.07058E+17;27.11.2022;11;32.2;
7.07058E+17;27.11.2022;10;29.2;
7.07058E+17;27.11.2022;9;32.2;
7.07058E+17;27.11.2022;8;33.2;
7.07058E+17;27.11.2022;7;30.4;
7.07058E+17;27.11.2022;6;33;
7.07058E+17;27.11.2022;5;32.2;
7.07058E+17;27.11.2022;4;29.6;
7.07058E+17;27.11.2022;3;35.2;
7.07058E+17;27.11.2022;2;35.6;
7.07058E+17;27.11.2022;1;39.4;
7.07058E+17;27.11.2022;0;41.6;
7.07058E+17;26.11.2022;Totalt;1076.6;60
7.07058E+17;26.11.2022;23;42.4;
7.07058E+17;26.11.2022;22;38.8;
7.07058E+17;26.11.2022;21;41.2;
7.07058E+17;26.11.2022;20;46.6;
7.07058E+17;26.11.2022;19;50.8;
7.07058E+17;26.11.2022;18;53.4;
7.07058E+17;26.11.2022;17;60;
7.07058E+17;26.11.2022;16;57.8;
7.07058E+17;26.11.2022;15;57.8;
7.07058E+17;26.11.2022;14;50.4;
7.07058E+17;26.11.2022;13;52.4;
7.07058E+17;26.11.2022;12;47.4;
7.07058E+17;26.11.2022;11;45.6;
7.07058E+17;26.11.2022;10;39.8;
7.07058E+17;26.11.2022;9;37.2;
7.07058E+17;26.11.2022;8;35.4;
7.07058E+17;26.11.2022;7;37.2;
7.07058E+17;26.11.2022;6;34.8;
7.07058E+17;26.11.2022;5;34.6;
7.07058E+17;26.11.2022;4;41.2;
7.07058E+17;26.11.2022;3;42.4;
7.07058E+17;26.11.2022;2;43.4;
7.07058E+17;26.11.2022;1;41.4;
7.07058E+17;26.11.2022;0;44.6;
7.07058E+17;25.11.2022;Totalt;974.4;59
7.07058E+17;25.11.2022;23;44;
7.07058E+17;25.11.2022;22;51.6;
7.07058E+17;25.11.2022;21;58;
7.07058E+17;25.11.2022;20;58.8;
7.07058E+17;25.11.2022;19;58;
7.07058E+17;25.11.2022;18;59;
7.07058E+17;25.11.2022;17;51;
7.07058E+17;25.11.2022;16;50.4;
7.07058E+17;25.11.2022;15;49.4;
7.07058E+17;25.11.2022;14;46.6;
7.07058E+17;25.11.2022;13;41.4;
7.07058E+17;25.11.2022;12;40.6;
7.07058E+17;25.11.2022;11;32.4;
7.07058E+17;25.11.2022;10;29.2;
7.07058E+17;25.11.2022;9;30.4;
7.07058E+17;25.11.2022;8;28.2;
7.07058E+17;25.11.2022;7;33.2;
7.07058E+17;25.11.2022;6;28.8;
7.07058E+17;25.11.2022;5;29.6;
7.07058E+17;25.11.2022;4;28.2;
7.07058E+17;25.11.2022;3;30.8;
7.07058E+17;25.11.2022;2;31;
7.07058E+17;25.11.2022;1;32;
7.07058E+17;25.11.2022;0;31.8;
7.07058E+17;24.11.2022;Totalt;850;44.8
7.07058E+17;24.11.2022;23;31.8;
7.07058E+17;24.11.2022;22;36;
7.07058E+17;24.11.2022;21;35;
7.07058E+17;24.11.2022;20;39.8;
7.07058E+17;24.11.2022;19;44.8;
7.07058E+17;24.11.2022;18;36;
7.07058E+17;24.11.2022;17;43;
7.07058E+17;24.11.2022;16;42.2;
7.07058E+17;24.11.2022;15;43;
7.07058E+17;24.11.2022;14;38.4;
7.07058E+17;24.11.2022;13;40.8;
7.07058E+17;24.11.2022;12;38.8;
7.07058E+17;24.11.2022;11;41.6;
7.07058E+17;24.11.2022;10;36.4;
7.07058E+17;24.11.2022;9;28.8;
7.07058E+17;24.11.2022;8;30;
7.07058E+17;24.11.2022;7;31.8;
7.07058E+17;24.11.2022;6;31.2;
7.07058E+17;24.11.2022;5;30.8;
7.07058E+17;24.11.2022;4;29;
7.07058E+17;24.11.2022;3;29.8;
7.07058E+17;24.11.2022;2;30.8;
7.07058E+17;24.11.2022;1;30.2;
7.07058E+17;24.11.2022;0;30;
7.07058E+17;23.11.2022;Totalt;898.6;51
7.07058E+17;23.11.2022;23;36.6;
7.07058E+17;23.11.2022;22;35.4;
7.07058E+17;23.11.2022;21;41.8;
7.07058E+17;23.11.2022;20;45.4;
7.07058E+17;23.11.2022;19;43.2;
7.07058E+17;23.11.2022;18;49.8;
7.07058E+17;23.11.2022;17;49.4;
7.07058E+17;23.11.2022;16;48.4;
7.07058E+17;23.11.2022;15;51;
7.07058E+17;23.11.2022;14;49;
7.07058E+17;23.11.2022;13;42.6;
7.07058E+17;23.11.2022;12;42.6;
7.07058E+17;23.11.2022;11;35;
7.07058E+17;23.11.2022;10;31.6;
7.07058E+17;23.11.2022;9;29.8;
7.07058E+17;23.11.2022;8;29.4;
7.07058E+17;23.11.2022;7;30.2;
7.07058E+17;23.11.2022;6;29.6;
7.07058E+17;23.11.2022;5;30;
7.07058E+17;23.11.2022;4;28.4;
7.07058E+17;23.11.2022;3;30;
7.07058E+17;23.11.2022;2;29.2;
7.07058E+17;23.11.2022;1;28.2;
7.07058E+17;23.11.2022;0;32;
7.07058E+17;22.11.2022;Totalt;880;46.8
7.07058E+17;22.11.2022;23;33;
7.07058E+17;22.11.2022;22;31;
7.07058E+17;22.11.2022;21;31.4;
7.07058E+17;22.11.2022;20;39;
7.07058E+17;22.11.2022;19;41.6;
7.07058E+17;22.11.2022;18;43.8;
7.07058E+17;22.11.2022;17;46;
7.07058E+17;22.11.2022;16;40.6;
7.07058E+17;22.11.2022;15;38.4;
7.07058E+17;22.11.2022;14;44.6;
7.07058E+17;22.11.2022;13;41.8;
7.07058E+17;22.11.2022;12;46.8;
7.07058E+17;22.11.2022;11;39;
7.07058E+17;22.11.2022;10;38.8;
7.07058E+17;22.11.2022;9;30.6;
7.07058E+17;22.11.2022;8;32.4;
7.07058E+17;22.11.2022;7;32.8;
7.07058E+17;22.11.2022;6;31.2;
7.07058E+17;22.11.2022;5;32.4;
7.07058E+17;22.11.2022;4;33.8;
7.07058E+17;22.11.2022;3;32.8;
7.07058E+17;22.11.2022;2;33;
7.07058E+17;22.11.2022;1;31.8;
7.07058E+17;22.11.2022;0;33.4;
7.07058E+17;21.11.2022;Totalt;822;37.4
7.07058E+17;21.11.2022;23;31.8;
7.07058E+17;21.11.2022;22;37.2;
7.07058E+17;21.11.2022;21;35.2;
7.07058E+17;21.11.2022;20;34;
7.07058E+17;21.11.2022;19;33;
7.07058E+17;21.11.2022;18;34;
7.07058E+17;21.11.2022;17;33.8;
7.07058E+17;21.11.2022;16;32;
7.07058E+17;21.11.2022;15;32.6;
7.07058E+17;21.11.2022;14;31.8;
7.07058E+17;21.11.2022;13;34.6;
7.07058E+17;21.11.2022;12;35.8;
7.07058E+17;21.11.2022;11;32.4;
7.07058E+17;21.11.2022;10;36.8;
7.07058E+17;21.11.2022;9;37.4;
7.07058E+17;21.11.2022;8;36.6;
7.07058E+17;21.11.2022;7;36;
7.07058E+17;21.11.2022;6;34.6;
7.07058E+17;21.11.2022;5;33.8;
7.07058E+17;21.11.2022;4;33.8;
7.07058E+17;21.11.2022;3;34.2;
7.07058E+17;21.11.2022;2;33.6;
7.07058E+17;21.11.2022;1;34.2;
7.07058E+17;21.11.2022;0;32.8;
7.07058E+17;20.11.2022;Totalt;1038.6;57.2
7.07058E+17;20.11.2022;23;34.6;
7.07058E+17;20.11.2022;22;35;
7.07058E+17;20.11.2022;21;38.6;
7.07058E+17;20.11.2022;20;36.2;
7.07058E+17;20.11.2022;19;42.2;
7.07058E+17;20.11.2022;18;44.2;
7.07058E+17;20.11.2022;17;45.8;
7.07058E+17;20.11.2022;16;51.6;
7.07058E+17;20.11.2022;15;57.2;
7.07058E+17;20.11.2022;14;54;
7.07058E+17;20.11.2022;13;49;
7.07058E+17;20.11.2022;12;51.4;
7.07058E+17;20.11.2022;11;40.4;
7.07058E+17;20.11.2022;10;38.2;
7.07058E+17;20.11.2022;9;40.2;
7.07058E+17;20.11.2022;8;39.8;
7.07058E+17;20.11.2022;7;41.2;
7.07058E+17;20.11.2022;6;40.8;
7.07058E+17;20.11.2022;5;42.8;
7.07058E+17;20.11.2022;4;41;
7.07058E+17;20.11.2022;3;42.6;
7.07058E+17;20.11.2022;2;43.2;
7.07058E+17;20.11.2022;1;43.4;
7.07058E+17;20.11.2022;0;45.2;
7.07058E+17;19.11.2022;Totalt;1057;63.2
7.07058E+17;19.11.2022;23;49.4;
7.07058E+17;19.11.2022;22;48;
7.07058E+17;19.11.2022;21;50.8;
7.07058E+17;19.11.2022;20;61.2;
7.07058E+17;19.11.2022;19;63.2;
7.07058E+17;19.11.2022;18;56.4;
7.07058E+17;19.11.2022;17;58.8;
7.07058E+17;19.11.2022;16;63.2;
7.07058E+17;19.11.2022;15;55.6;
7.07058E+17;19.11.2022;14;53;
7.07058E+17;19.11.2022;13;45.4;
7.07058E+17;19.11.2022;12;49.2;
7.07058E+17;19.11.2022;11;46.6;
7.07058E+17;19.11.2022;10;35;
7.07058E+17;19.11.2022;9;33;
7.07058E+17;19.11.2022;8;33;
7.07058E+17;19.11.2022;7;31.6;
7.07058E+17;19.11.2022;6;32.2;
7.07058E+17;19.11.2022;5;30.6;
7.07058E+17;19.11.2022;4;32.6;
7.07058E+17;19.11.2022;3;31.4;
7.07058E+17;19.11.2022;2;31;
7.07058E+17;19.11.2022;1;31.6;
7.07058E+17;19.11.2022;0;34.2;
7.07058E+17;18.11.2022;Totalt;908.2;52.8
7.07058E+17;18.11.2022;23;34.4;
7.07058E+17;18.11.2022;22;34.2;
7.07058E+17;18.11.2022;21;40.6;
7.07058E+17;18.11.2022;20;43.6;
7.07058E+17;18.11.2022;19;52.8;
7.07058E+17;18.11.2022;18;47.8;
7.07058E+17;18.11.2022;17;46.2;
7.07058E+17;18.11.2022;16;48.4;
7.07058E+17;18.11.2022;15;45.2;
7.07058E+17;18.11.2022;14;49;
7.07058E+17;18.11.2022;13;45.6;
7.07058E+17;18.11.2022;12;42.6;
7.07058E+17;18.11.2022;11;34.6;
7.07058E+17;18.11.2022;10;29.8;
7.07058E+17;18.11.2022;9;28.8;
7.07058E+17;18.11.2022;8;32.2;
7.07058E+17;18.11.2022;7;31.4;
7.07058E+17;18.11.2022;6;31.2;
7.07058E+17;18.11.2022;5;31.6;
7.07058E+17;18.11.2022;4;30.4;
7.07058E+17;18.11.2022;3;30.2;
7.07058E+17;18.11.2022;2;31.2;
7.07058E+17;18.11.2022;1;31.8;
7.07058E+17;18.11.2022;0;34.6;
7.07058E+17;17.11.2022;Totalt;837.2;44.8
7.07058E+17;17.11.2022;23;31.8;
7.07058E+17;17.11.2022;22;32;
7.07058E+17;17.11.2022;21;35.4;
7.07058E+17;17.11.2022;20;37.6;
7.07058E+17;17.11.2022;19;40.8;
7.07058E+17;17.11.2022;18;44.8;
7.07058E+17;17.11.2022;17;41;
7.07058E+17;17.11.2022;16;43.4;
7.07058E+17;17.11.2022;15;42.8;
7.07058E+17;17.11.2022;14;40.8;
7.07058E+17;17.11.2022;13;44;
7.07058E+17;17.11.2022;12;43.8;
7.07058E+17;17.11.2022;11;33.2;
7.07058E+17;17.11.2022;10;31;
7.07058E+17;17.11.2022;9;29;
7.07058E+17;17.11.2022;8;29;
7.07058E+17;17.11.2022;7;29.2;
7.07058E+17;17.11.2022;6;29.4;
7.07058E+17;17.11.2022;5;30.8;
7.07058E+17;17.11.2022;4;29.2;
7.07058E+17;17.11.2022;3;29.6;
7.07058E+17;17.11.2022;2;30;
7.07058E+17;17.11.2022;1;28.6;
7.07058E+17;17.11.2022;0;30;
7.07058E+17;16.11.2022;Totalt;852.2;46.4
7.07058E+17;16.11.2022;23;28.6;
7.07058E+17;16.11.2022;22;32;
7.07058E+17;16.11.2022;21;36.6;
7.07058E+17;16.11.2022;20;37;
7.07058E+17;16.11.2022;19;42;
7.07058E+17;16.11.2022;18;44.6;
7.07058E+17;16.11.2022;17;46.2;
7.07058E+17;16.11.2022;16;40.2;
7.07058E+17;16.11.2022;15;40.4;
7.07058E+17;16.11.2022;14;46.4;
7.07058E+17;16.11.2022;13;45.8;
7.07058E+17;16.11.2022;12;46.4;
7.07058E+17;16.11.2022;11;42.8;
7.07058E+17;16.11.2022;10;33.2;
7.07058E+17;16.11.2022;9;28.2;
7.07058E+17;16.11.2022;8;29.2;
7.07058E+17;16.11.2022;7;29.8;
7.07058E+17;16.11.2022;6;28.4;
7.07058E+17;16.11.2022;5;29;
7.07058E+17;16.11.2022;4;29;
7.07058E+17;16.11.2022;3;29.6;
7.07058E+17;16.11.2022;2;29.6;
7.07058E+17;16.11.2022;1;28;
7.07058E+17;16.11.2022;0;29.2;
7.07058E+17;15.11.2022;Totalt;810.4;43
7.07058E+17;15.11.2022;23;32.8;
7.07058E+17;15.11.2022;22;31.6;
7.07058E+17;15.11.2022;21;36.2;
7.07058E+17;15.11.2022;20;37.2;
7.07058E+17;15.11.2022;19;38;
7.07058E+17;15.11.2022;18;43;
7.07058E+17;15.11.2022;17;38;
7.07058E+17;15.11.2022;16;38.6;
7.07058E+17;15.11.2022;15;41.4;
7.07058E+17;15.11.2022;14;35;
7.07058E+17;15.11.2022;13;36.2;
7.07058E+17;15.11.2022;12;41.4;
7.07058E+17;15.11.2022;11;39.2;
7.07058E+17;15.11.2022;10;37.2;
7.07058E+17;15.11.2022;9;25;
7.07058E+17;15.11.2022;8;29.4;
7.07058E+17;15.11.2022;7;27.8;
7.07058E+17;15.11.2022;6;27.4;
7.07058E+17;15.11.2022;5;30.6;
7.07058E+17;15.11.2022;4;28.4;
7.07058E+17;15.11.2022;3;28.2;
7.07058E+17;15.11.2022;2;29.4;
7.07058E+17;15.11.2022;1;28.8;
7.07058E+17;15.11.2022;0;29.6;
7.07058E+17;14.11.2022;Totalt;585;30.8
7.07058E+17;14.11.2022;23;30.8;
7.07058E+17;14.11.2022;22;27.6;
7.07058E+17;14.11.2022;21;27.8;
7.07058E+17;14.11.2022;20;26.8;
7.07058E+17;14.11.2022;19;26.2;
7.07058E+17;14.11.2022;18;23.8;
7.07058E+17;14.11.2022;17;23.8;
7.07058E+17;14.11.2022;16;25.8;
7.07058E+17;14.11.2022;15;21.4;
7.07058E+17;14.11.2022;14;21.4;
7.07058E+17;14.11.2022;13;23.4;
7.07058E+17;14.11.2022;12;22.2;
7.07058E+17;14.11.2022;11;20.2;
7.07058E+17;14.11.2022;10;22.2;
7.07058E+17;14.11.2022;9;23.6;
7.07058E+17;14.11.2022;8;26;
7.07058E+17;14.11.2022;7;26;
7.07058E+17;14.11.2022;6;22;
7.07058E+17;14.11.2022;5;26.8;
7.07058E+17;14.11.2022;4;22.8;
7.07058E+17;14.11.2022;3;23.2;
7.07058E+17;14.11.2022;2;24.2;
7.07058E+17;14.11.2022;1;22.8;
7.07058E+17;14.11.2022;0;24.2;
7.07058E+17;13.11.2022;Totalt;907.8;53
7.07058E+17;13.11.2022;23;27.6;
7.07058E+17;13.11.2022;22;29;
7.07058E+17;13.11.2022;21;28.6;
7.07058E+17;13.11.2022;20;34.2;
7.07058E+17;13.11.2022;19;40.4;
7.07058E+17;13.11.2022;18;50.8;
7.07058E+17;13.11.2022;17;50;
7.07058E+17;13.11.2022;16;52.8;
7.07058E+17;13.11.2022;15;50.6;
7.07058E+17;13.11.2022;14;53;
7.07058E+17;13.11.2022;13;48.6;
7.07058E+17;13.11.2022;12;50.8;
7.07058E+17;13.11.2022;11;33.8;
7.07058E+17;13.11.2022;10;31;
7.07058E+17;13.11.2022;9;32.4;
7.07058E+17;13.11.2022;8;30;
7.07058E+17;13.11.2022;7;32.8;
7.07058E+17;13.11.2022;6;31.6;
7.07058E+17;13.11.2022;5;32.4;
7.07058E+17;13.11.2022;4;32.8;
7.07058E+17;13.11.2022;3;31.2;
7.07058E+17;13.11.2022;2;32.8;
7.07058E+17;13.11.2022;1;35.4;
7.07058E+17;13.11.2022;0;35.2;
7.07058E+17;12.11.2022;Totalt;767.6;48.8
7.07058E+17;12.11.2022;23;36.8;
7.07058E+17;12.11.2022;22;36.8;
7.07058E+17;12.11.2022;21;37.6;
7.07058E+17;12.11.2022;20;43.6;
7.07058E+17;12.11.2022;19;48.8;
7.07058E+17;12.11.2022;18;46.8;
7.07058E+17;12.11.2022;17;45.6;
7.07058E+17;12.11.2022;16;41.4;
7.07058E+17;12.11.2022;15;36.8;
7.07058E+17;12.11.2022;14;37.4;
7.07058E+17;12.11.2022;13;36.2;
7.07058E+17;12.11.2022;12;31.4;
7.07058E+17;12.11.2022;11;33.6;
7.07058E+17;12.11.2022;10;20.2;
7.07058E+17;12.11.2022;9;21.4;
7.07058E+17;12.11.2022;8;20.8;
7.07058E+17;12.11.2022;7;26.4;
7.07058E+17;12.11.2022;6;20.6;
7.07058E+17;12.11.2022;5;24.2;
7.07058E+17;12.11.2022;4;22.2;
7.07058E+17;12.11.2022;3;23.4;
7.07058E+17;12.11.2022;2;25.4;
7.07058E+17;12.11.2022;1;22;
7.07058E+17;12.11.2022;0;28.2;
7.07058E+17;11.11.2022;Totalt;716.8;42.8
7.07058E+17;11.11.2022;23;27.6;
7.07058E+17;11.11.2022;22;29.4;
7.07058E+17;11.11.2022;21;35.2;
7.07058E+17;11.11.2022;20;34.6;
7.07058E+17;11.11.2022;19;39.6;
7.07058E+17;11.11.2022;18;42.8;
7.07058E+17;11.11.2022;17;38.8;
7.07058E+17;11.11.2022;16;34.4;
7.07058E+17;11.11.2022;15;38;
7.07058E+17;11.11.2022;14;33;
7.07058E+17;11.11.2022;13;30.2;
7.07058E+17;11.11.2022;12;30;
7.07058E+17;11.11.2022;11;28;
7.07058E+17;11.11.2022;10;22.2;
7.07058E+17;11.11.2022;9;25.4;
7.07058E+17;11.11.2022;8;24.6;
7.07058E+17;11.11.2022;7;25.4;
7.07058E+17;11.11.2022;6;26;
7.07058E+17;11.11.2022;5;24.4;
7.07058E+17;11.11.2022;4;25.2;
7.07058E+17;11.11.2022;3;24.2;
7.07058E+17;11.11.2022;2;23.6;
7.07058E+17;11.11.2022;1;27;
7.07058E+17;11.11.2022;0;27.2;
7.07058E+17;10.11.2022;Totalt;696.6;41.8
7.07058E+17;10.11.2022;23;30.4;
7.07058E+17;10.11.2022;22;33.2;
